userName,content,score,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
Dendy “Founder NYOKLAT KLASIK”,Beli tiket event konser sdh d byr tidak masuk. Sdh komplain CS suruh nunggu 1x24 jam. Klo bsk lancar saya ksi bintang 5.,1,4.42.0,2022-09-22 13:32:10,"Hai Dendy, Kami memahami kendala yang dialami. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami membantu. Terima kasih 😊 by : NH",2022-09-25 04:55:22,4.42.0
sang ayamjantan,Muaantap,5,4.33.0,2022-09-22 04:15:08,,,4.33.0
Mr saleh,Mantap Aplikasinya,5,4.33.0,2022-09-21 20:36:03,,,4.33.0
anshar tahir,"Alhamdulillah, sangat membantu 😘",5,4.42.0,2022-09-21 15:33:16,,,4.42.0
Saesarina,"Very unprofessional. I have to say that their customer services are unreliable. We paid the same amount as mentioned in the invoice, yet they said we paid the wrong amount. I sent them the invoice that they send me through e-mail and evidence of transfer, but they didn't respond to us properly. If this is your system error, please kindly tell us. Don't blame the customer. I will change this rating, once they respond to my email. Thank you.",1,4.42.0,2022-09-21 11:03:39,"Hi t-mates. We apologize for the inconvenience and thank you for taking the time to leave a review. We have received reports of the problems. Our related team has helped confirm via phone and email, currently the funds you paid have been assisted by the refund process according to your confirmation. Please check again. Thank you 😊 by : NH",2022-09-25 04:18:04,4.42.0
sajiatul fikriyah,Recom Ota . Salah tf refun mudah . Aftes sale nya jos...promo e ok. Sekali kali bikin epic sale 😁,5,4.42.0,2022-09-21 08:30:10,,,4.42.0
Angga Kusuma,"Gak bisa melanjutkan pembayaran loading terus2an , padahal sinyal full",2,4.42.0,2022-09-21 08:25:47,"Hai Angga, Kami memahami kendala yang dialami. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami membantu. Terima kasih 😊 by : NH",2022-09-25 05:16:01,4.42.0
Novi Via,"Terima kasih refund telah berhasil. Awalnya tidak bisa refund karena eror kode OTP tidak terkirim. Akhirnya inisiatif hubungi CS, cari kontaknya fi playstore. Saran: di bagian bantuan, selain virtual assisten, juga ada pilihan hubungi CS langsung. Karena virtual assisten pertanyaan dan jawaban nya terbatas.",4,4.42.0,2022-09-20 21:37:38,"Hai Novi, Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Untuk pemesanan kamu sebelumnya sudah dibantu untuk refund nya dan sudah kami konfirmasikan melalui email. Mohon kesediaannya menunggu estimasi 14 hari kalender namun tidak menutup kemungkinan bisa lebuh cepat. Terima kasih 😊 by : PY
",2022-09-18 04:14:26,4.42.0
M Agung Syahramdan,Rugi duit hangus,1,,2022-09-20 15:27:13,"Hai M Agung Syahramdan

Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu kamu.

Terima kasih 😊 By : RD",2022-09-21 01:45:19,
Mada Doni Damanik,"Tampilan metode pembayaran yang baru menyusahkan, kembalikan tampilan yang lama.",2,4.42.0,2022-09-20 14:10:43,"Hai Mada, Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan review. Kritik dan saran yang kamu berikan sangat berharga bagi kami untuk lebih meningkatkan fitur-fitur sesuai dengan kebutuhan travelingmu kedepannya. Mohon untuk isi tautan berikut ya : go.tiket.com/feedback Terima kasih 😊 by : NH",2022-09-25 03:49:11,4.42.0
Rosalia Milla,"Senang bisa pesan tiket di sini,ga perna ada kendala🙏",5,4.36.1,2022-09-20 08:47:28,,,4.36.1
Ade surya Yusuf muda,Good job,5,4.42.0,2022-09-19 20:01:23,,,4.42.0
RICARD CASTELO,"Sangat buruk, mengajukan payleter berbelit-belit permintaan datanya, begitu data berhasil diinput eh pengajuan ditolak tanpa penjelasan alasan penolakan. Jujur saja ini applikasi paling ribet ga seperti yg diluar sana. Semoga data pribadi yg sudah saya input tidak bocor untuk kaepentingan oknum",1,4.42.0,2022-09-19 15:06:12,"Hai Ricard, Mohon maaf atas ketidaknyamanannya. Jika pengajuan Paylater kamu ditolak, kami informasikan karena adanya persyaratan yang tidak terpenuhi saat pengajuan ya, berikut kami informasikan beberapa penyebab pengajuan Paylater kamu ditolak ya di tautan tiket.com/help-center/umum/paylater/pengajuan/paylater-ditolak . Terima kasih 😊 by : PY
",2022-09-20 06:11:10,4.42.0
fahreza afandi,sangat puas,5,4.42.0,2022-09-19 14:15:13,,,4.42.0
Siti Accn,"Saran saya jangan pakai aplikasi ini.. Aplikasi sengaja menjebak, dengan membuat keterang tidak bsa refund slsai membayar langsung transaksi gagal d karenakan harga berubah atau kamar penuh.. mw cari untung tp merugikan org lain.. coba kalo aplikasi bener² aja mungkin bnyak yg mw pke.. kalo sudh tulsan tidak bsa refund mnding gak usah guys.. krna apa. Sengaja buat mereka csri duit.. bad aplikasi",5,4.42.0,2022-09-19 10:41:47,"Hai Siti, Kami memahami kendala yang kamu alami. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : NH",2022-09-17 06:08:04,4.42.0
Damai Fortuna,Ok bgt,5,4.42.0,2022-09-19 04:21:46,,,4.42.0
Paz Vegas,"Kode Verifikasi lewat email bermasalah, tolong diperbaiki",1,4.42.0,2022-09-18 18:12:31,"Hai Sobat tiket, Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : PY
",2022-09-20 06:18:47,4.42.0
Listianingsih Saragih,"Apps jelek.. suka banget reschedule jadwal.. sudah begitu notif cuma pakai email.. sekalian dong notif di WhatsApp, telpon satu2 penumpang nya.",1,4.42.0,2022-09-18 17:44:03,"Hai Listianingsih, Kami memahami kendala yang dialami. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Dengan senang hati kami membantu. Terima kasih 😊 by : NH",2022-09-25 06:37:09,4.42.0
Arasputra 25,Mantuuuuulllllll,4,,2022-09-18 17:17:00,,,
Agus Franky,Tlong diakrifkan paylater saya udah beli byk kok gak bisa pke pay later,1,4.42.0,2022-09-18 08:44:42,"Hai Agus, Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : PY
",2022-09-20 08:29:42,4.42.0
Aji Kurniawan,Paylater nya dalam perbaikan terus kenapa ya,1,4.42.0,2022-09-18 04:46:05,"Hai Aji, Kami memahami kendala yang dialami. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami membantu. Terima kasih 😊 by : NH",2022-09-25 06:40:24,4.42.0
zae zotd,Mantap,5,4.31.2,2022-09-18 03:09:14,,,4.31.2
Demas Tri Esthi Eka Putra,Cek koneksi mulu gue cek beneran jalan kok cuma aplikasi ini doang yg ngga bisa,1,4.42.0,2022-09-17 14:13:23,"Hai Demas, Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : PY
",2022-09-18 04:08:02,4.42.0
Wawan Darmawan,Good,5,,2022-09-17 06:02:40,,,
Iswandi Syam,Luar biasa aplikasi ini,5,,2022-09-17 03:22:05,,,
Ali Rahmat Kusnandar,Keren,5,4.42.0,2022-09-17 00:57:49,,,4.42.0
Rokim XP,Murah travolaka,1,4.42.0,2022-09-16 16:42:59,"Hai Rokim, Kami memahami kendala yang kamu alami. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Jangan khawatir ya, kamu masih bisa gunakan kode promo yang tersedia di tiket.com agar dapatkan potongan harga dan cek promo lengkapnya pada tautan berikut ya : tiket.com/promo Terima kasih 😊 by : NH",2022-09-17 06:24:27,4.42.0
Zulfikar 94,The Prediksi yang membawaku kesini,5,,2022-09-16 14:10:14,,,
Yohan Bustomi,Min pengembalian dana saya gmna,3,4.42.0,2022-09-16 12:22:32,"Hai Yohan, Kami memahami kendala yang kamu alami. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendala refundnya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : NH",2022-09-17 06:11:32,4.42.0
Ari Setia Permana,Sangat membantu 👍,5,4.40.0,2022-09-16 10:52:17,,,4.40.0
Monica Sitorus,"Bagus dan selalu updated information lalu banyak promo , pokoknya aku selalu pesan tiket di tiket com",5,,2022-09-16 10:44:46,,,
Hani Lukmanto,"1). Harga menginap di hotel yg saya pilih lebih MAHAL, karena wkt coba cek harga dipihak CS Hotel langsung jauh lebih Murah(selisih 25% dr harga online). 2). 2X coba daftar payletter not approval dengan alasan tidak jelas. Next klo memang bukan kriteria yg diinginkan, jangan munculkan icon payletter. SANGAT KECEWA",1,4.40.0,2022-09-16 10:40:20,"Hai Hani, Kami memahami kendala yang kamu alami. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : NH",2022-09-17 06:04:40,4.40.0
Fathi M Habib,Udah di tolak refund giliran mau coba Reschedule malah gak bisa. Tolong di bantu Bagaimana mau nyaman kalo gak bisa di ubah jadwal penerbangan. Tolong di perbaiki lagi,1,4.40.0,2022-09-16 05:22:28,"Hai Fathi, Kami memahami kendala yang kamu alami. Mohon maaf atas ketidaknyamanannya. Untuk pengajuan refund kamu, saat ini sudah kami terima pelaporannya dan tim terkait kami juga sudah bantu konfirmasi via telepon dan email terdaftar ya. Silakan kamu melakukan pengecekan kembali. Terima kasih 😊 by : NH",2022-09-16 05:31:22,4.40.0
Valentino Ramadhan,Susah Hubungin Sama Akun Ovo Nya Eror Mulu,1,4.42.0,2022-09-16 03:36:51,"Hai Valentino, Kami memahami kendala yang kamu alami. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : NH",2022-09-16 05:17:04,4.42.0
Hawa Rizka,"APLIKASI SANGAT BURUK! Apa emang aplikasi ini tidak berkoordinasi dengan pihak hotel. Saya sudah menyampaikan pesan khusus datang jamber masih aja full katanya harus sesuai ketentuan hotel. Hilangkan saja itu fiturnya percuma juga toh harga ttp sama soalnya dan harus sesuai ketentuan hotel, pas saya mau refund malah ga diizinkan anda gila!?. Saya ga pakai hotelnya SAMSEK! KEMBALIIN DANA SAYA! Sangat tidak rekomen guys!",1,4.42.0,2022-09-15 22:04:48,"Hai Hawa, Kami memahami kendala yang kamu alami. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : NH",2022-09-16 05:22:39,4.42.0
putrinanda sari,",antap",5,,2022-09-15 19:42:09,,,
Hel Latris,Good,5,,2022-09-15 18:34:56,,,
Al Jupri,Good,5,4.42.0,2022-09-15 16:11:09,,,4.42.0
Yonna Oct,"Ini niat jual tiket ngak sih, lewat aplikasi mentok di lanjutkan pemesanan doang. Lewat web sama juga. First impresion nya udah bgini banget 😪",1,4.42.0,2022-09-15 11:36:53,"Hai Lyo, Kami memahami kendala yang kamu alami. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : NH",2022-09-16 04:32:54,4.42.0
Maulana Rifqi,"Harga hotel di aplikasi tidak sesuai dengan harga hotelnya,karna udh kmi konfirmasi di pihak hotel,udah di bilang sistem nya di perbaiki tpi kata nya tidak direspon,SE akan akan kami tertipu gara gara apk ini karna harga di apk sama pihak hotel langsung berbeda",1,,2022-09-15 08:18:32,"Hai Maulana, Kami memahami kendala yang kamu alami. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : NH",2022-09-16 04:43:09,
NURMAN MOCHAMAD,Mantap,5,4.42.0,2022-09-15 05:44:00,,,4.42.0
Akhmad Lutfi rusidi,"Jelek sekali cs nya , nungui jawaban cs saja butuh 30 menit lebih, dan itupun ngak ada kejelasan, sumpah jelek",1,4.42.0,2022-09-15 04:00:37,"Hai Akhmad, Kami memahami kendala yang kamu alami. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : NH",2022-09-16 05:09:07,4.42.0
Teuku Rizal,I like this,3,4.42.0,2022-09-15 03:01:05,"Hi Teuku, Thank you for using the tiket.com app as your travel partner. If you are satisfied with the service tiket.com, may you give for its 5 stars. We're waiting for the additional rating. May you continue to be a loyal customer tiket.com. Thank you by 😊: NH",2022-09-16 05:14:54,4.42.0
Musaddad Queddah,"Maling duit resepsi dan apk nya, kebijakan yang tidak tertera tp dilimpahkan ke coustemer, bego dasar",1,4.42.0,2022-09-14 18:11:28,"Hai sobat tiket, Kami memahami kendala yang dialami. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Dengan senang hati kami membantu. Terima kasih 😊 by : NH",2022-09-15 08:38:07,4.42.0
Rina Lestari,"Walau nominal tidak terlalu banyak, tapi itu hak saya! Tolong kembalikan ya! Udah tau yang komen pada jelek, napa juga gw masih download ginian, akhir nya gw kena jug!. Refund katanya pengembalian max 1bulan nyatanya berbulan2.",1,4.41.1,2022-09-14 15:26:44,"Hai Rina, Kami memahami kendala yang dialami. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami membantu. Terima kasih 😊 by : NH",2022-09-15 08:34:02,4.41.1
Aristya Deandra,Terima kasih sdh membuat kemudahan dalam pencarian dan pemesanan kamar hotel selama lebih dari 8 tahun.. Semoga tetap amanah dan memberikan pelayanan yg maksimal.. Aamiin,5,4.33.0,2022-09-14 15:14:40,,,4.33.0
Atep Amung,Mantap lebih mudah terpercaya,5,,2022-09-14 15:02:44,,,
Samrin samrin,Sangat bagus,5,,2022-09-14 14:05:43,,,
Muhamad Riza,terbaik lah tiket pokoknyaaa,5,4.42.0,2022-09-14 12:57:59,,,4.42.0
Muhammad Agastama,"Download karna abis liat prediksi, semoga appnya bagus",5,4.42.0,2022-09-14 12:29:44,,,4.42.0
Ruswanto Saputra,Mantaps,5,,2022-09-14 04:10:15,,,
Fajar Tri handoko,Mantap,5,4.42.0,2022-09-14 01:24:49,,,4.42.0
Torres Teguh,Langganan saya..makasih,5,4.42.0,2022-09-13 20:47:50,,,4.42.0
Syelana Klaudia,Kenapa di account saya tidak ada menu smart pay? Saya mau menghapus data saya tidak bisa...,1,,2022-09-13 12:55:32,"Hai Syelana, Kami memahami kendala yang dialami. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Dengan senang hati kami membantu. Terima kasih 😊 by : NH",2022-09-15 08:58:06,
Fathan Abdullahhh,WOYYYYYY LU MENDINGAN BIKINNNN USAHAAAAA LAINNNNNNNNNN!!!!!!!!!!!!!! Lu JANGAN PERNAH TIPUINNN ORANG LAGI LU YEEE LU TIPUIN HABISSS ELU ENTAR YA!!!!!,1,,2022-09-13 12:45:00,"Hai Fathan, Kami memahami kendala yang dialami. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Dengan senang hati kami membantu. Terima kasih 😊 by : NH",2022-09-15 08:53:57,
Yitro Deriwankanakale,Langganan,5,4.17.1,2022-09-13 06:34:52,,,4.17.1
Muhammad Rizki,Anjig buat asuransi penuh tiba kerusakan bagasi gk ada konfirmasi malah dibuat ribet selama 4 hari mending tutup aja kau udh,1,4.42.0,2022-09-13 05:09:56,"Hai Rizki. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan review. Mohon ceritakan detail kendala yang kamu alami melalui Customer Care 24 jam kami melalui Email: cs@tiket.com ya dengan subject: ""Konfirmasi Review App"". Dengan senang hati kami akan membantu kamu. Terima kasih 😊by: AF

",2022-09-14 06:16:58,4.42.0
riyan ariyandi,"Bagaimana aplikasinya tidak bisa untuk bayar paylater, akibatnya jadi telat 2 hari, mohon konfirmasinya bayarnya lewat apa? Alfa tidak bisa, semua bank juga di coba gak bisa, mohon konfirmasinya, secepatnya, Jika memang ada perubahan mohon infokan,",1,4.42.0,2022-09-13 02:30:55,"Hai Riyan, Kami memahami kendala yang kamu alami. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : NH",2022-09-13 03:15:56,4.42.0
aira zena,"Bagus banget, harga tiket disini jauh lebih murah dibanding yg lain",5,,2022-09-13 01:30:35,,,
Haslan Rozanie,"Pokoke,,mantap",5,,2022-09-12 23:29:01,,,
abdul malik,Mantap,5,4.42.0,2022-09-12 08:55:22,,,4.42.0
echon 14,Kenapa bayar di Indomaret selalu error / trouble,1,,2022-09-12 06:14:04,"Hai sobat tiket. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan review. Mohon informasikan detail kendala pembayaran transaksi yang dialami melalui Customer Care 24 jam kami melalui Email: cs@tiket.com ya dengan subject: ""Konfirmasi Review App"". Terima kasih 😊 by: AF
",2022-09-12 15:58:23,
